HITId,AssignmentId,WorkerId,WorkTimeInSeconds,Input.Id,Input.Venue,Input.Title,Input.Authors,Input.Cites,Input.Abstract,Answer.DOI,Answer.Methods?,Answer.Primary?,Answer.Quant?,Answer.Read?,Answer.Suggestion,Answer.citation,Answer.paper-link
39N6W9XWRDB31BV1RBMN45MYI4YGYP,3DEL4X4EL79G9HOL6NRSGBHG00ZXY6,A1665VCUSZL9YT,183,21063,19,The Detection of FaultProne Programs,"john c. munson,taghi m. khoshgoftaar","48","The use of the statistical technique of discriminant analysis as a tool for the detection of fault-prone programs is explored. A principal-components procedure was employed to reduce simple multicollinear complexity metrics to uncorrelated measures on orthogonal complexity domains. These uncorrelated measures were then used to classify programs into alternate groups, depending on the metric values of the program. The criterion variable for group determination was a quality measure of faults or changes made to the programs. The discriminant analysis was conducted on two distinct data sets from large commercial systems. The basic discriminant model was constructed from deliberately biased data to magnify differences in metric values between the discriminant groups. The technique was successful in classifying programs with a relatively low error rate. While the use of linear regression models has produced models of limited value, this procedure shows great promise for use in the detection of program modules with potential for faults.",https://doi.org/10.1109/32.135775,1,1,1,1|2,{},107,http://dl.acm.org/citation.cfm?id=129978
39N6W9XWRDB31BV1RBMN45MYI4YGYP,3WS1NTTKEZ02C01FYLAXICNPK3XF0B,A3F9JBVNMQ4ZUV,66,21063,19,The Detection of FaultProne Programs,"john c. munson,taghi m. khoshgoftaar","48","The use of the statistical technique of discriminant analysis as a tool for the detection of fault-prone programs is explored. A principal-components procedure was employed to reduce simple multicollinear complexity metrics to uncorrelated measures on orthogonal complexity domains. These uncorrelated measures were then used to classify programs into alternate groups, depending on the metric values of the program. The criterion variable for group determination was a quality measure of faults or changes made to the programs. The discriminant analysis was conducted on two distinct data sets from large commercial systems. The basic discriminant model was constructed from deliberately biased data to magnify differences in metric values between the discriminant groups. The technique was successful in classifying programs with a relatively low error rate. While the use of linear regression models has produced models of limited value, this procedure shows great promise for use in the detection of program modules with potential for faults.",10.1109/32.135775,,1,1,2,{},517,http://ieeexplore.ieee.org/abstract/document/135775/
39RRBHZ0AUPMOYV1CSNSIDYABDPZVN,39K0FND3AI34JNRECAB328JBQR4AMP,A1665VCUSZL9YT,609,32090,29,Model Checking Programs,"willem visser,klaus havelund,guillaume p. brat,seungjoon park,flavio lerda","69","The majority of work carried out in the formal methods community throughout the last three decades has (for good reasons) been devoted to special languages designed to make it easier to experiment with mechanized formal methods such as theorem provers, proof checkers and model checkers. In this paper we will attempt to give convincing arguments for why we believe it is time for the formal methods community to shift some of its attention towards the analysis of programs written in modern programming languages. In keeping with this philosophy we have developed a verification and testing environment for Java, called Java PathFinder (JPF), which integrates model checking, program analysis and testing. Part of this work has consisted of building a new Java Virtual Machine that interprets Java bytecode. JPF uses state compression to handle big states, and partial order and symmetry reduction, slicing, abstraction, and runtime analysis techniques to reduce the state space. JPF has been applied to a real-time avionics operating system developed at Honeywell, illustrating an intricate error, and to a model of a spacecraft controller, illustrating the combination of abstraction, runtime analysis, and slicing with model checking.",10.0000/dl.acm.org/786967,1,1,1,1|2,{},248,http://dl.acm.org/citation.cfm?id=786967
39RRBHZ0AUPMOYV1CSNSIDYABDPZVN,3PMBY0YE28RD5I5I7F3P3H3FQ5Z9CS,A30M7MYW1BHQN1,329,32090,29,Model Checking Programs,"willem visser,klaus havelund,guillaume p. brat,seungjoon park,flavio lerda","69","The majority of work carried out in the formal methods community throughout the last three decades has (for good reasons) been devoted to special languages designed to make it easier to experiment with mechanized formal methods such as theorem provers, proof checkers and model checkers. In this paper we will attempt to give convincing arguments for why we believe it is time for the formal methods community to shift some of its attention towards the analysis of programs written in modern programming languages. In keeping with this philosophy we have developed a verification and testing environment for Java, called Java PathFinder (JPF), which integrates model checking, program analysis and testing. Part of this work has consisted of building a new Java Virtual Machine that interprets Java bytecode. JPF uses state compression to handle big states, and partial order and symmetry reduction, slicing, abstraction, and runtime analysis techniques to reduce the state space. JPF has been applied to a real-time avionics operating system developed at Honeywell, illustrating an intricate error, and to a model of a spacecraft controller, illustrating the combination of abstraction, runtime analysis, and slicing with model checking.",10.1023/A:1022920129859,1,1,2,2|3,{},1538,https://link.springer.com/article/10.1023/A:1022920129859
39RRBHZ0AUPMOYV1CSNSIDYABDPZVN,3VHHR074H452U3BV5VY4S42WPDK7L3,A3F9JBVNMQ4ZUV,79,32090,29,Model Checking Programs,"willem visser,klaus havelund,guillaume p. brat,seungjoon park,flavio lerda","69","The majority of work carried out in the formal methods community throughout the last three decades has (for good reasons) been devoted to special languages designed to make it easier to experiment with mechanized formal methods such as theorem provers, proof checkers and model checkers. In this paper we will attempt to give convincing arguments for why we believe it is time for the formal methods community to shift some of its attention towards the analysis of programs written in modern programming languages. In keeping with this philosophy we have developed a verification and testing environment for Java, called Java PathFinder (JPF), which integrates model checking, program analysis and testing. Part of this work has consisted of building a new Java Virtual Machine that interprets Java bytecode. JPF uses state compression to handle big states, and partial order and symmetry reduction, slicing, abstraction, and runtime analysis techniques to reduce the state space. JPF has been applied to a real-time avionics operating system developed at Honeywell, illustrating an intricate error, and to a model of a spacecraft controller, illustrating the combination of abstraction, runtime analysis, and slicing with model checking.",https://www.researchgate.net/profile/Klaus_Havelund/publication/3866977_Model_Checking_Programs/links/0a85e5398580ce199e000000.pdf,1|4,1,1,1|2,{},1538,https://link.springer.com/article/10.1023/A:1022920129859
39TX062QX1CD7UT3R0T12XQGCTYX3R,3JPSL1DZ5TNA15CEOBQ3FN8BVMQNAO,A1FBHWI0K8SGQA,135,31770,28,Automated Consistency Checking of Requirements Specifications,"constance l. heitmeyer,ralph d. jeffords,bruce g. labaw","55","This article describes a formal analysis technique, called consistency checking, for automatic detection of errors, such as type errors, nondeterminism, missing cases, and circular definitions, in requirements specifications. The technique is designed to analyze requirements specifications expressed in the SCR (Software Cost Reduction) tabular notation. As background, the SCR approach to specifying requirements is reviewed. To provide a formal semantics for the SCR notation and a foundation for consistency checking, a formal requirements model is introduced; the model represents a software system as a finite-state automation which produces externally visible outputs in response to changes in monitored environmental quantities. Results of two experiments are presented which evaluated the utility and scalability of our technique for consistency checking in real-world avionics application. The role of consistency checking during the requirements phase of software development is discussed.",10.1145/234426.234431,1,1,1,2,{},163,http://dl.acm.org/citation.cfm?id=234431
39TX062QX1CD7UT3R0T12XQGCTYX3R,3VW04L3ZLUUR9CYB1R5QXXA7YF1XX2,A3F9JBVNMQ4ZUV,82,31770,28,Automated Consistency Checking of Requirements Specifications,"constance l. heitmeyer,ralph d. jeffords,bruce g. labaw","55","This article describes a formal analysis technique, called consistency checking, for automatic detection of errors, such as type errors, nondeterminism, missing cases, and circular definitions, in requirements specifications. The technique is designed to analyze requirements specifications expressed in the SCR (Software Cost Reduction) tabular notation. As background, the SCR approach to specifying requirements is reviewed. To provide a formal semantics for the SCR notation and a foundation for consistency checking, a formal requirements model is introduced; the model represents a software system as a finite-state automation which produces externally visible outputs in response to changes in monitored environmental quantities. Results of two experiments are presented which evaluated the utility and scalability of our technique for consistency checking in real-world avionics application. The role of consistency checking during the requirements phase of software development is discussed.",http://www.dtic.mil/dtic/tr/fulltext/u2/a465574.pdf,,1,1,1|2,{},692,http://dl.acm.org/citation.cfm?id=234431
39TX062QX1CD7UT3R0T12XQGCTYX3R,3YT88D1N09M99ESQIJJD0ND1WWP3KU,AZ72Z7VU6TQCN,65,31770,28,Automated Consistency Checking of Requirements Specifications,"constance l. heitmeyer,ralph d. jeffords,bruce g. labaw","55","This article describes a formal analysis technique, called consistency checking, for automatic detection of errors, such as type errors, nondeterminism, missing cases, and circular definitions, in requirements specifications. The technique is designed to analyze requirements specifications expressed in the SCR (Software Cost Reduction) tabular notation. As background, the SCR approach to specifying requirements is reviewed. To provide a formal semantics for the SCR notation and a foundation for consistency checking, a formal requirements model is introduced; the model represents a software system as a finite-state automation which produces externally visible outputs in response to changes in monitored environmental quantities. Results of two experiments are presented which evaluated the utility and scalability of our technique for consistency checking in real-world avionics application. The role of consistency checking during the requirements phase of software development is discussed.",doi>10.1145/234426.234431,1|2,1,1,2|3,{},692,http://dl.acm.org/citation.cfm?id=234431
3A520CCNWNO4LF175AIJ1GJF2XGEAW,3CCZ6YKWR87S6XW3S5GHPBX5YDP596,A3SAN0Z4EPHDYA,208,19893,19,Data Mining Static Code Attributes to Learn Defect Predictors,"tim menzies,jeremy greenwald,art frank","67","The value of using static code attributes to learn defect predictors has been widely debated. Prior work has explored issues like the merits of ""McCabes versus Halstead versus lines of code counts for generating defect predictors. We show here that such debates are irrelevant since how the attributes are used to build predictors is much more important than which particular attributes are used. Also, contrary to prior pessimism, we show that such defect predictors are demonstrably useful and, on the data studied here, yield predictors with a mean probability of detection of 71 percent and mean false alarms rates of 25 percent. These predictors would be useful for prioritizing a resource-bound exploration of code that has yet to be inspected.",10.1109/TSE.2007.256941,4|6,2,1,1|2,{},355,http://ieeexplore.ieee.org/abstract/document/4027145/?reload=true
3A520CCNWNO4LF175AIJ1GJF2XGEAW,3UOUJI6MTE2ZS84GWMU3DQB34WGXU4,A3F9JBVNMQ4ZUV,139,19893,19,Data Mining Static Code Attributes to Learn Defect Predictors,"tim menzies,jeremy greenwald,art frank","67","The value of using static code attributes to learn defect predictors has been widely debated. Prior work has explored issues like the merits of ""McCabes versus Halstead versus lines of code counts for generating defect predictors. We show here that such debates are irrelevant since how the attributes are used to build predictors is much more important than which particular attributes are used. Also, contrary to prior pessimism, we show that such defect predictors are demonstrably useful and, on the data studied here, yield predictors with a mean probability of detection of 71 percent and mean false alarms rates of 25 percent. These predictors would be useful for prioritizing a resource-bound exploration of code that has yet to be inspected.",https://www.researchgate.net/profile/Tim_Menzies/publication/3189767_Problems_with_Precision_A_Response_to_Comments_on_'Data_Mining_Static_Code_Attributes_to_Learn_Defect_Predictors'/links/0912f50c0549e3cb3d000000.pdf,1,2,1,2,{},800,http://ieeexplore.ieee.org/abstract/document/4027145/
3A520CCNWNO4LF175AIJ1GJF2XGEAW,3WZ36BJEV44DFSMQRLCBJXY92HQTB9,A1665VCUSZL9YT,416,19893,19,Data Mining Static Code Attributes to Learn Defect Predictors,"tim menzies,jeremy greenwald,art frank","67","The value of using static code attributes to learn defect predictors has been widely debated. Prior work has explored issues like the merits of ""McCabes versus Halstead versus lines of code counts for generating defect predictors. We show here that such debates are irrelevant since how the attributes are used to build predictors is much more important than which particular attributes are used. Also, contrary to prior pessimism, we show that such defect predictors are demonstrably useful and, on the data studied here, yield predictors with a mean probability of detection of 71 percent and mean false alarms rates of 25 percent. These predictors would be useful for prioritizing a resource-bound exploration of code that has yet to be inspected.",https://doi.org/10.1109/TSE.2007.10,1,1,2,1|2,{},222,http://dl.acm.org/citation.cfm?id=1248734#
3ACRLU860N294P6ZBOIFWR3LKF1EBR,33LKR6A5KF8C2U4YPOJMDLL0GFDT1O,AZ72Z7VU6TQCN,65,10119,9,An empirical study of code clone genealogies,"miryung kim,vibha sazawal,david notkin,gail c. murphy","57",None,doi>10.1145/1081706.1081737,1,1,1,2,{},480,http://dl.acm.org/citation.cfm?id=1081737
3ACRLU860N294P6ZBOIFWR3LKF1EBR,35GCEFQ6I6C4Y9RCIKMNN21EZU23ZT,A30M7MYW1BHQN1,311,10119,9,An empirical study of code clone genealogies,"miryung kim,vibha sazawal,david notkin,gail c. murphy","57",None,10.1145/1081706.1081737,1,1,1,2|3,{},480,http://dl.acm.org/citation.cfm?id=1081737
3ACRLU860N294P6ZBOIFWR3LKF1EBR,3SITXWYCNWXKW9VAWVD880JFFCGXBW,A3F9JBVNMQ4ZUV,93,10119,9,An empirical study of code clone genealogies,"miryung kim,vibha sazawal,david notkin,gail c. murphy","57",None,http://groups.csail.mit.edu/pag/OLD/reading-group/kim05clone.pdf,,1,1,1|2,{},476,http://dl.acm.org/citation.cfm?id=1081737
3AXFSPQOYQM7SM47URF2CX7Y4LPJFZ,30BUDKLTXEJ91TNK0GW3HPYGP9L5EU,A3F9JBVNMQ4ZUV,103,10134,9,PRMiner automatically extracting implicit programming rules and detecting violations in large software code,"zhenmin li,yuanyuan zhou","53","Programs usually follow many implicit programming rules, most of which are too tedious to be documented by programmers. When these rules are violated by programmers who are unaware of or forget about them, defects can be easily introduced. Therefore, it is highly desirable to have tools to automatically extract such rules and also to automatically detect violations. Previous work in this direction focuses on simple function-pair based programming rules and additionally requires programmers to provide rule templates.This paper proposes a general method called PR-Miner that uses a data mining technique called frequent itemset mining to efficiently extract implicit programming rules from large software code written in an industrial programming language such as C, requiring little effort from programmers and no prior knowledge of the software. Benefiting from frequent itemset mining, PR-Miner can extract programming rules in general forms (without being constrained by any fixed rule templates) that can contain multiple program elements of various types such as functions, variables and data types. In addition, we also propose an efficient algorithm to automatically detect violations to the extracted programming rules, which are strong indications of bugs.Our evaluation with large software code, including Linux, PostgreSQL Server and the Apache HTTP Server, with 84K--3M lines of code each, shows that PR-Miner can efficiently extract thousands of general programming rules and detect violations within 2 minutes. Moreover, PR-Miner has detected many violations to the extracted rules. Among the top 60 violations reported by PR-Miner, 16 have been confirmed as bugs in the latest version of Linux, 6 in PostgreSQL and 1 in Apache. Most of them violate complex programming rules that contain more than 2 elements and are thereby difficult for previous tools to detect. We reported these bugs and they are currently being fixed by developers.",http://www.cs.kent.edu/~jmaletic/cs63902/Papers/PR-Miner05.pdf,1,1,1,1|2,{},377,http://dl.acm.org/citation.cfm?id=1081755
3AXFSPQOYQM7SM47URF2CX7Y4LPJFZ,3NQL1CS15SWO5SJQ68QASQKVKKVYVY,A30M7MYW1BHQN1,249,10134,9,PRMiner automatically extracting implicit programming rules and detecting violations in large software code,"zhenmin li,yuanyuan zhou","53","Programs usually follow many implicit programming rules, most of which are too tedious to be documented by programmers. When these rules are violated by programmers who are unaware of or forget about them, defects can be easily introduced. Therefore, it is highly desirable to have tools to automatically extract such rules and also to automatically detect violations. Previous work in this direction focuses on simple function-pair based programming rules and additionally requires programmers to provide rule templates.This paper proposes a general method called PR-Miner that uses a data mining technique called frequent itemset mining to efficiently extract implicit programming rules from large software code written in an industrial programming language such as C, requiring little effort from programmers and no prior knowledge of the software. Benefiting from frequent itemset mining, PR-Miner can extract programming rules in general forms (without being constrained by any fixed rule templates) that can contain multiple program elements of various types such as functions, variables and data types. In addition, we also propose an efficient algorithm to automatically detect violations to the extracted programming rules, which are strong indications of bugs.Our evaluation with large software code, including Linux, PostgreSQL Server and the Apache HTTP Server, with 84K--3M lines of code each, shows that PR-Miner can efficiently extract thousands of general programming rules and detect violations within 2 minutes. Moreover, PR-Miner has detected many violations to the extracted rules. Among the top 60 violations reported by PR-Miner, 16 have been confirmed as bugs in the latest version of Linux, 6 in PostgreSQL and 1 in Apache. Most of them violate complex programming rules that contain more than 2 elements and are thereby difficult for previous tools to detect. We reported these bugs and they are currently being fixed by developers.",10.1145/1095430.1081755,1,1,1,2|3,{},378,http://dl.acm.org/citation.cfm?id=1081755
3AXFSPQOYQM7SM47URF2CX7Y4LPJFZ,3U5JL4WY5LX0BAA1HG3L0MD95L0X4T,A1665VCUSZL9YT,328,10134,9,PRMiner automatically extracting implicit programming rules and detecting violations in large software code,"zhenmin li,yuanyuan zhou","53","Programs usually follow many implicit programming rules, most of which are too tedious to be documented by programmers. When these rules are violated by programmers who are unaware of or forget about them, defects can be easily introduced. Therefore, it is highly desirable to have tools to automatically extract such rules and also to automatically detect violations. Previous work in this direction focuses on simple function-pair based programming rules and additionally requires programmers to provide rule templates.This paper proposes a general method called PR-Miner that uses a data mining technique called frequent itemset mining to efficiently extract implicit programming rules from large software code written in an industrial programming language such as C, requiring little effort from programmers and no prior knowledge of the software. Benefiting from frequent itemset mining, PR-Miner can extract programming rules in general forms (without being constrained by any fixed rule templates) that can contain multiple program elements of various types such as functions, variables and data types. In addition, we also propose an efficient algorithm to automatically detect violations to the extracted programming rules, which are strong indications of bugs.Our evaluation with large software code, including Linux, PostgreSQL Server and the Apache HTTP Server, with 84K--3M lines of code each, shows that PR-Miner can efficiently extract thousands of general programming rules and detect violations within 2 minutes. Moreover, PR-Miner has detected many violations to the extracted rules. Among the top 60 violations reported by PR-Miner, 16 have been confirmed as bugs in the latest version of Linux, 6 in PostgreSQL and 1 in Apache. Most of them violate complex programming rules that contain more than 2 elements and are thereby difficult for previous tools to detect. We reported these bugs and they are currently being fixed by developers.",https://doi.org/10.1145/1081706.1081755,1,1,1,1|2,{},122,http://dl.acm.org/citation.cfm?id=1081755
3BC9H1KCYU0ZYXL16GQ5Q88MCSNWY3,39KFRKBFIOJTF8AT5W4WXYQNOY0OY2,AZ72Z7VU6TQCN,102,20336,19,Recovering Traceability Links between Code and Documentation,"giuliano antoniol,gerardo canfora,gerardo casazza,andrea de lucia,ettore merlo","75","Software system documentation is almost always expressed informally in natural language and free text. Examples include requirement specifications, design documents, manual pages, system development journals, error logs, and related maintenance reports. We propose a method based on information retrieval to recover traceability links between source code and free text documents. A premise of our work is that programmers use meaningful names for program items, such as functions, variables, types, classes, and methods. We believe that the application-domain knowledge that programmers process when writing the code is often captured by the mnemonics for identifiers; therefore, the analysis of these mnemonics can help to associate high-level concepts with program concepts and vice-versa. We apply both a probabilistic and a vector space information retrieval model in two case studies to trace C++ source code onto manual pages and Java code to functional requirements. We compare the results of applying the two models, discuss the benefits and limitations, and describe directions for improvements.",DOI: 10.1109/TSE.2002.1041053,1,1,1,1|2,{},872,http://ieeexplore.ieee.org/abstract/document/1041053/
3BC9H1KCYU0ZYXL16GQ5Q88MCSNWY3,3QHK8ZVMIN6PWFELICAKX6OS85MBL8,A1ODVXVCDHOVF1,111,20336,19,Recovering Traceability Links between Code and Documentation,"giuliano antoniol,gerardo canfora,gerardo casazza,andrea de lucia,ettore merlo","75","Software system documentation is almost always expressed informally in natural language and free text. Examples include requirement specifications, design documents, manual pages, system development journals, error logs, and related maintenance reports. We propose a method based on information retrieval to recover traceability links between source code and free text documents. A premise of our work is that programmers use meaningful names for program items, such as functions, variables, types, classes, and methods. We believe that the application-domain knowledge that programmers process when writing the code is often captured by the mnemonics for identifiers; therefore, the analysis of these mnemonics can help to associate high-level concepts with program concepts and vice-versa. We apply both a probabilistic and a vector space information retrieval model in two case studies to trace C++ source code onto manual pages and Java code to functional requirements. We compare the results of applying the two models, discuss the benefits and limitations, and describe directions for improvements.",10.1109/TSE.2002.1041053,3|4,1,2,2,{},870,http://ieeexplore.ieee.org/abstract/document/1041053/
3BC9H1KCYU0ZYXL16GQ5Q88MCSNWY3,3UXUOQ9OKFLLYKKR849EJQMLV0F7AD,A3F9JBVNMQ4ZUV,107,20336,19,Recovering Traceability Links between Code and Documentation,"giuliano antoniol,gerardo canfora,gerardo casazza,andrea de lucia,ettore merlo","75","Software system documentation is almost always expressed informally in natural language and free text. Examples include requirement specifications, design documents, manual pages, system development journals, error logs, and related maintenance reports. We propose a method based on information retrieval to recover traceability links between source code and free text documents. A premise of our work is that programmers use meaningful names for program items, such as functions, variables, types, classes, and methods. We believe that the application-domain knowledge that programmers process when writing the code is often captured by the mnemonics for identifiers; therefore, the analysis of these mnemonics can help to associate high-level concepts with program concepts and vice-versa. We apply both a probabilistic and a vector space information retrieval model in two case studies to trace C++ source code onto manual pages and Java code to functional requirements. We compare the results of applying the two models, discuss the benefits and limitations, and describe directions for improvements.",10.1109/TSE.2002.1041053,1|3,1,1,1|2,{},870,http://ieeexplore.ieee.org/abstract/document/1041053/
3CVBMEMMXB4YMNUBO8E5CSE2T527HE,3TPZPLC3M10AK5P6VBOLW4Z0P21P3E,AZ72Z7VU6TQCN,70,31689,28,Alloy a lightweight object modelling notation,daniel b. jackson,"59","Alloy is a little language for describing structural properties. It offers a declaration syntax compatible with graphical object models, and a set-based formula syntax powerful enough to express complex constraints and yet amenable to a fully automatic semantic analysis. Its meaning is given by translation to an even smaller (formally defined) kernel. This paper presents the language in its entirety, and explains its motivation, contributions and deficiencies.",doi>10.1145/505145.505149,1,1,1,,{},1193,http://dl.acm.org/citation.cfm?id=505149
3CVBMEMMXB4YMNUBO8E5CSE2T527HE,3ZAZR5XV026SB9NVBDXOG5585XFCZG,A3F9JBVNMQ4ZUV,81,31689,28,Alloy a lightweight object modelling notation,daniel b. jackson,"59","Alloy is a little language for describing structural properties. It offers a declaration syntax compatible with graphical object models, and a set-based formula syntax powerful enough to express complex constraints and yet amenable to a fully automatic semantic analysis. Its meaning is given by translation to an even smaller (formally defined) kernel. This paper presents the language in its entirety, and explains its motivation, contributions and deficiencies.",http://www.ccs.neu.edu/home/futrelle/teaching/com1204sm2001/docs/alloy.pdf,3,1,1,1|2,{},1195,http://dl.acm.org/citation.cfm?id=505149
3CZH926SIC2PJQLQW98SODXFANKE4L,33LK57MYLUT8IQCR8ZNOVA9QR1VZST,A1ODVXVCDHOVF1,318,20427,19,A Classification and Comparison Framework for Software Architecture Description Languages,"nenad medvidovic,richard n. taylor","94","Software architectures shift the focus of developers from lines-of-code to coarser-grained architectural elements and their overall interconnection structure. Architecture description languages (ADLs) have been proposed as modeling notations to support architecture-based development. There is, however, little consensus in the research community on what is an ADL, what aspects of an architecture should be modeled in an ADL, and which of several possible ADLs is best suited for a particular problem. Furthermore, the distinction is rarely made between ADLs on one hand and formal specification, module interconnection, simulation, and programming languages on the other. This paper attempts to provide an answer to these questions. It motivates and presents a definition and a classification framework for ADLs. The utility of the definition is demonstrated by using it to differentiate ADLs from other modeling notations. The framework is used to classify and compare several existing ADLs, enabling us, in the process, to identify key properties of ADLs. The comparison highlights areas where existing ADLs provide extensive support and those in which they are deficient, suggesting a research agenda for the future.",10.1109/32.825767,3,2,,2|3,{},2578,http://ieeexplore.ieee.org/abstract/document/825767/
3CZH926SIC2PJQLQW98SODXFANKE4L,369J354OFEY34BJPBUWW9YXSYLFG68,A2A4LHPXF2E2GS,1581,20427,19,A Classification and Comparison Framework for Software Architecture Description Languages,"nenad medvidovic,richard n. taylor","94","Software architectures shift the focus of developers from lines-of-code to coarser-grained architectural elements and their overall interconnection structure. Architecture description languages (ADLs) have been proposed as modeling notations to support architecture-based development. There is, however, little consensus in the research community on what is an ADL, what aspects of an architecture should be modeled in an ADL, and which of several possible ADLs is best suited for a particular problem. Furthermore, the distinction is rarely made between ADLs on one hand and formal specification, module interconnection, simulation, and programming languages on the other. This paper attempts to provide an answer to these questions. It motivates and presents a definition and a classification framework for ADLs. The utility of the definition is demonstrated by using it to differentiate ADLs from other modeling notations. The framework is used to classify and compare several existing ADLs, enabling us, in the process, to identify key properties of ADLs. The comparison highlights areas where existing ADLs provide extensive support and those in which they are deficient, suggesting a research agenda for the future.",http://ieeexplore.ieee.org/abstract/document/825767/,4,1,1,1|2,IEEE site showing abstract asked for log in or payment to see full article. Sci Hub comes up as a Russian-language website where I have to download the full article with a reference article it is originating from Moscow Sci Hub. I did not download from this site. Thank you.,2578,http://ieeexplore.ieee.org/abstract/document/825767/
3CZH926SIC2PJQLQW98SODXFANKE4L,3H7XDTSHKDF1YQYV2C907SW5MNYGWZ,A3F9JBVNMQ4ZUV,66,20427,19,A Classification and Comparison Framework for Software Architecture Description Languages,"nenad medvidovic,richard n. taylor","94","Software architectures shift the focus of developers from lines-of-code to coarser-grained architectural elements and their overall interconnection structure. Architecture description languages (ADLs) have been proposed as modeling notations to support architecture-based development. There is, however, little consensus in the research community on what is an ADL, what aspects of an architecture should be modeled in an ADL, and which of several possible ADLs is best suited for a particular problem. Furthermore, the distinction is rarely made between ADLs on one hand and formal specification, module interconnection, simulation, and programming languages on the other. This paper attempts to provide an answer to these questions. It motivates and presents a definition and a classification framework for ADLs. The utility of the definition is demonstrated by using it to differentiate ADLs from other modeling notations. The framework is used to classify and compare several existing ADLs, enabling us, in the process, to identify key properties of ADLs. The comparison highlights areas where existing ADLs provide extensive support and those in which they are deficient, suggesting a research agenda for the future.",ftp://ftp.ics.uci.edu/pub/arch/papers/TR-UCI-ICS-97-02.pdf,,1,1,1|2,{},2578,http://ieeexplore.ieee.org/abstract/document/825767/
3DWGDA5POFSPT2AT4HE0QJEYYYD1V1,3WJ1OXY92B4PYYPAI91KXQIG6LOA88,A3F9JBVNMQ4ZUV,54,20281,19,Simplifying and Isolating FailureInducing Input,"andreas zeller,ralf hildebrandt","88","Given some test case, a program fails. Which circumstances of the test case are responsible for the particular failure? The Delta Debugging algorithm generalizes and simplifies the failing test case to a minimal test case that still produces the failure. It also isolates the difference between a passing and a failing test case. In a case study, the Mozilla web browser crashed after 95 user actions. Our prototype implementation automatically simplified the input to three relevant user actions. Likewise, it simplified 896 lines of HTML to the single line that caused the failure. The case study required 139 automated test runs or 35 minutes on a 500 MHz PC.",https://www.cs.purdue.edu/homes/xyzhang/fall07/Papers/delta-debugging.pdf,1|4,1,1,1|2,{},673,http://ieeexplore.ieee.org/abstract/document/988498/
3DWGDA5POFSPT2AT4HE0QJEYYYD1V1,3X4MXAO0BHCSNG79IN3C6WACO62WRO,A2QW8WI6RPEJU8,318,20281,19,Simplifying and Isolating FailureInducing Input,"andreas zeller,ralf hildebrandt","88","Given some test case, a program fails. Which circumstances of the test case are responsible for the particular failure? The Delta Debugging algorithm generalizes and simplifies the failing test case to a minimal test case that still produces the failure. It also isolates the difference between a passing and a failing test case. In a case study, the Mozilla web browser crashed after 95 user actions. Our prototype implementation automatically simplified the input to three relevant user actions. Likewise, it simplified 896 lines of HTML to the single line that caused the failure. The case study required 139 automated test runs or 35 minutes on a 500 MHz PC.",http://ieeexplore.ieee.org/abstract/document/988498/,3,1,1,1|2,{},673,http://ieeexplore.ieee.org/abstract/document/988498/
3DWGDA5POFSPT2AT4HE0QJEYYYD1V1,3Z2R0DQ0JI2H2W4XIXU5JIV45AU2EC,A314XJY8V1YL12,221,20281,19,Simplifying and Isolating FailureInducing Input,"andreas zeller,ralf hildebrandt","88","Given some test case, a program fails. Which circumstances of the test case are responsible for the particular failure? The Delta Debugging algorithm generalizes and simplifies the failing test case to a minimal test case that still produces the failure. It also isolates the difference between a passing and a failing test case. In a case study, the Mozilla web browser crashed after 95 user actions. Our prototype implementation automatically simplified the input to three relevant user actions. Likewise, it simplified 896 lines of HTML to the single line that caused the failure. The case study required 139 automated test runs or 35 minutes on a 500 MHz PC.",https://doi.org/10.1145/1101908.1101948,1,1,1,1|2|4,{},179,http://dl.acm.org/citation.cfm?id=1101948
3EGKVCRQFWG7AUNQBPU93UV12R6BY3,37TD41K0AIXVAX1HGL3GKC85IJJCSH,AMGQ3YEAMC3Z2,110,25893,22,A static analyzer for finding dynamic programming errors,"william r. bush,jonathan d. pincus,david j. sielaff","51",None,https://128.143.137.29/~weimer/2008-615/reading/bush-prefix.pdf,4,1,1,2|3,{},16,https://128.143.137.29/~weimer/2008-615/reading/bush-prefix.pdf
3EGKVCRQFWG7AUNQBPU93UV12R6BY3,3BEFOD78W7HPHYBX391CP5XBYUBM4J,A1665VCUSZL9YT,384,25893,22,A static analyzer for finding dynamic programming errors,"william r. bush,jonathan d. pincus,david j. sielaff","51",None,DOI: 10.1002/(SICI)1097-024X(200006)30:7<775::AID-SPE309>3.0.CO;2-H,1,1,1,1|2,{},204,http://dl.acm.org/citation.cfm?id=348428
3EGKVCRQFWG7AUNQBPU93UV12R6BY3,3E47SOBEYRK6GJYLB992GA2I9JACIE,A3F9JBVNMQ4ZUV,208,25893,22,A static analyzer for finding dynamic programming errors,"william r. bush,jonathan d. pincus,david j. sielaff","51",None,http://osq.cs.berkeley.edu/public/Pincus-StaticAnalyzer.pdf,1|3|4,1,1,1|2,{},630,https://128.143.137.29/~weimer/2008-615/reading/bush-prefix.pdf
